title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
"Microservices Reference Architecture, Part 4 -12‑Factor App",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Taking Microservices Home - NGINX,Introduction to Spring REST Docs | Baeldung
Meio&Mensagem,How to get the most from your agency relationships in 2017,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",Can Accenture Take Over Advertising?,The need to lead in data and analytics,1% das empresas dominam 94% das receitas na App Store
"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Migrating to the New Java 8 Date Time API | Baeldung,Learn Microservices in Java - DZone - Refcardz,Practical VPC Design - AWS Startup Collection,Reactive log stream processing with RxJava - Part I,Building Spring Cloud Microservices That Strangle Legacy Systems
Migrating from Parse to Bluemix,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Swift Top 10 Articles For The Past Year (v.2017),"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",The moment when you realize every server in the world is vulnerable - Free Code Camp,Soylent's new drink will replace your breakfast and morning coffee
How to build cross-platform mobile apps using nothing more than a JSON markup,Communication patterns in a Microservice world,Hype Driven Development,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog,Arquitetura de Microserviços habilitando APIs - Sensedia,Programming by poking: why MIT stopped teaching SICP
The Best Linux Distros of 2016,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Chrome OS now has Material Design for the desktop,"Thunder, a Drupal distribution for publishers","Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Waterwheel, the Drupal SDK Ecosystem"
Kickstarter 3D printer will print circuit boards as part of your designs,Futuro do mercado financeiro é tema de evento da Original Devs - Startupi,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,Most Interesting APIs in 2016: Cognitive Computing,Google's new translation software is almost as good as human translators,E os vencedores do Latam Founders Awards 2016 são... - Startupi
Docker e .Net,Introduction to release engineering,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Our password hashing has no clothes,Machine Intelligence - Research at Google,Bayer anuncia compra da Monsanto por US$ 66 bilhões
How Apple Keyboards Lost a Logo and Windows PCs Gained One,What to Expect at WWDC 2016,Ordering coffee in Italy: the 10 commandments,Joel on Software,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Alecrim/AlecrimCoreData
Top 10 GCP sessions from Google I/O 2016,"Cloud Shell now GA, and still free","Thunder, a Drupal distribution for publishers",How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,"Waterwheel, the Drupal SDK Ecosystem",The investment case for employing a Drupal core contributor - Dries Buytaert
Lean IT is all about people - o Lean na TI é focado em pessoas,Investimentos em coaching e mentoring aumentam nas empresas,Qual é o valor da área de T&D na sua empresa?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us
Segment helps businesses integrate third-party sources into their data pipelines,Evernote anuncia integração com Google Drive | Google Discovery,Top 5 GCP NEXT breakout sessions on YouTube (so far),We spent a week making Trello boards load extremely fast. Here's how we did it.,Skill swarms - a new way to share expertise and work smarter together - Skillhive,Why Uber Is Killing the Bank (And What That Means for Everything Else)
How Do Top Android Developers QA Test Their Apps?,Visa inaugura Co-Creation Center em São Paulo,The Joel Test: 12 Steps to Better Code,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),Practical VPC Design - AWS Startup Collection,So long MVP. Hello Minimum Loveable Product.
The Continuous Delivery Maturity Model,"DevOps security requires new mindset and tools for visibility, automation",DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Using Honcho to Create a Multi-Process Docker Container,"Docker - Build, Ship, and Run Any App, Anywhere",Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!
Google HR chief Laszlo Bock leaving to launch startup,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,Globant Acquires L4 to Strengthen its Lead Position in the Digital Services Space,These gloves can convert sign language into spoken English,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Skully officially admits it's over
"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise","Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways","A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Taking Microservices Home - NGINX,"Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers",How Kotlin became our primary language for Android - UPTech Team
Google's Hangouts still has a future: as an enterprise communication app,"Building Chatbots with Node.js - Online Training - July 13 & 14, 2016","Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Touch (TV Series 2012-2013),Here's proof that Google is getting serious about battling Facebook in a key area,"Hello, a nova rede social do Orkut, está liberada no Brasil"
UX - Como identificar o comportamento do usuário? - Tableless,Why Is Learning Drupal Hard?,Um programador automatizou seu trabalho e passou 6 anos sem fazer nada | Tecnoblog,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery"
How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,"Thunder, a Drupal distribution for publishers",Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,"Waterwheel, the Drupal SDK Ecosystem",Dries Distributions remain a growing opportunity for Drupal - Buytaert,Meet Aquifer: A build system for easier Drupal development
How Netflix does A/B Testing - uxdesign.cc - User Experience Design,Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations,Graph-powered Machine Learning at Google
University of Washington partners with Disney to develop cheap touch-sensitive paper - GeekWire,Google believes its superior AI will be the key to its future,Exclusive: Why Microsoft is betting its future on AI,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,The emerging Darwinian approach to analytics and augmented intelligence,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard"
Android Mobile Vision restores operation and adds Text API | Android Developers Blog,StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Announcing updates to Google's Internet of Things platform: Android Things and Weave,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,Achievement Unlocked : AWS Certified Solutions Architect Professional
Using DiffUtil in Android RecyclerView,Testes unitários vs aceitação - Android Dev BR,"ConstraintLayout, Inside and Out: Part 1",Listas com RecyclerView - Android Dev BR,Firebase Test Lab for Android,WeakReference in Android - Google Developers Experts
Woolworths,Don't Waste Your Time on Networking Events,WeChat's world,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up","When not to quit, according to the founder of an $11 billion startup that took a while to get off the ground","There will be a Drupal 9, and here is why"
Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),Achievement Unlocked : AWS Certified Solutions Architect Professional,Combining Spring Boot and JDBI,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%)
A new Facebook chatbot could help you find your next job - Digiday,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Apache Spark 2.0 Preview: Machine Learning Model Persistence,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,Building immutable entities into Google Cloud Datastore,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly
Microsoft and HackerRank bring executable code snippets to Bing's search results pages,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Corporate Intrapreneur Summit,These gloves can convert sign language into spoken English,"Twitter killed Magic Recs, the only useful bot there is",Grow fast or die slow: Focusing on customer success to drive growth
What Business Leaders Should Know About Swift,Soylent's new drink will replace your breakfast and morning coffee,"ConstraintLayout, Inside and Out: Part 1",Using DiffUtil in Android RecyclerView,Programação Reativa Funcional com RxJava,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery"
The Definitive Guide to Database Version Control,What's the Version of my Deployed Application? - DZone DevOps,"Webinário gratuito ""Como analisar um AWR Report""",Google segue Microsoft e lança ferramenta analítica grátis,NoSQL Performance Benchmarks,Learning How to Learn: The Most Important Developer Skill - Free Code Camp
[Security] How to Set Expiration Dates for Shared Google Drive Files,Woolworths,WeChat's world,Top 5 GCP NEXT breakout sessions on YouTube (so far),"[Tools] Personal Kanban in ""Favro""",Multi-Channel Marketing in 2015 - It's not rocket science.
10 Modern Software Over-Engineering Mistakes,"What do you mean by ""Event-Driven""?","Microservices Reference Architecture, Part 4 -12‑Factor App",The Broken Window Theory,8 Books Stanford MBAs Recommend You Read This Summer,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide
